Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal,Time,Species
Reported 09-Mar-2017,2017.0,Unprovoked,BAHAMAS,Great Exuma,,Washing hands,Male,58.0,Abrasions & lacerations to left leg and hand,N,,Lemon shark
25-Feb-2017,2017.0,Unprovoked,AUSTRALIA,Western Australia,Mauds Point,Snorkeling,Female,,Hand bitten,N,Morning,"Bull shark, 1.5"
24-Feb-2017,2017.0,Unprovoked,AUSTRALIA,Western Australia,"Falcon Bay Beach, Mandurah",Surfing,Male,,"No injury, shark struck board",N,Morning,
21-Feb-2017,2017.0,Unprovoked,REUNION,Saint-Andre,,Body boarding,Male,26.0,Fatal,Y,09h30,
17-Feb-2017,2017.0,Unprovoked,AUSTRALIA,Queensland,Eva Rock,Spearfishing,Male,26.0,Left leg severely bitten,N,10h20,
11-Feb-2017,2017.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Swimming,Male,22.0,Injury to hand,N,13h30,
06-Feb-2017,2017.0,Provoked,BRAZIL,Pernambuco,Fernando de Noronha Marine Park,Grabbing shark for a selfie,Female,,"Minor injury to finger, PROVOKED INCIDENT",N,Afternoon,Lemon shark pup
06-Feb-2017,2017.0,Boating,SOUTH AFRICA,KwaZulu-Natal,Eastmoor Crescent Beach,Kayak fishing,Male,,"Shark damaged kayak, no injury to occupant",N,,Tiger shark
01-Feb-2017,2017.0,Boating,USA,South Carolina,16 miles off Hilton Head,Tagging sharks,,,"Shark bit boat, no injury to occupants",N,,"White shark, female, 14'"
01-Feb-2017,2017.0,Unprovoked,BAHAMAS,Bimini,,Scuba Diving,Male,37.0,Lacerations to upper right arm,N,,Caribbean reef shark
24-Jan-2017,2017.0,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming,Male,21.0,Minor laceration to ring finger,N,13h20,
22-Jan-2017,2017.0,Unprovoked,USA,Florida,"Vero Beach, Indian River County",,Male,,Puncture wounds to lower arm or hand,N,14h00,
21-Jan-2017,2017.0,Unprovoked,AUSTRALIA,Queensland,"Boot Reef, Torres Strait",Scuba Diving,Male,55.0,"Multiple injuries to arm, wrist and torso",N,12h00,"Bull shark, 4 m"
13-Jan-2017,2017.0,Unprovoked,AUSTRALIA,Queensland,Clairview,Swimming,Male,57.0,Injury to hand,N,13h30,
13-Jan-2017,2017.0,Unprovoked,USA,Florida,Jensen Beach,,Male,,Minor injury to hand,N,Morning,
09-Jan-2017,2017.0,Unprovoked,INDONESIA,Bali,Balian Beach,Surfing,Male,48.0,Injury to right wrist & forearm,N,07h30,"Bull shark, 1 m"
Reported 08-Jan-2017,,Invalid,AUSTRALIA,Queensland,,Spearfishing,Male,35.0,"No attack, shark made a threat display",,,Bull shark
05-Jan-2017,2017.0,Unprovoked,USA,Florida,"Blockhouse Beach, Brevard County",Wading,Male,47.0,Minor injuries to foot,N,12h30,
03-Jan-2017,2017.0,Invalid,AUSTRALIA,New South Wales,Merimbula,Wading,Male,20.0,Minor injuries to foot & toes,,18h00,Shark involvement not confirmed
27-Dec-2016,2016.0,Unprovoked,USA,Florida,"Avalon State Park Beach, North Hutchinson Island, St Lucie County",Surfing,Male,16.0,Lacerations to right forearm,N,17h00,
24-Dec-2016,2016.0,Unprovoked,AUSTRALIA,Western Australia,"Bundegi Sanctuary Zone, Ningaloo",Snorkeling,Female,,Buttock bitten,N,Morning,a small shark
19-Dec-2016,2016.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Keurbooms Lagoon, Plettenberg Bay",Surf skiing ,Male,55.0,"No injury, but ski severely damaged",N,07h00,"White shark, 4 m"
14-Dec-2016,2016.0,Unprovoked,AUSTRALIA,Western Australia,Trigg Beach,Free diving,Male,61.0,Punctures to left foot/ankle,N,09h30,
11-Dec-2016,2016.0,Unprovoked,FRENCH POLYNESIA,Tuamotos,Takapoto Atoll,Fishing,Male,,Hand injured?,N,,
11-Dec-2016,2016.0,Invalid,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Male,19.0,Cuts to right ankle & foot,,Afternoon,Shark involvement not confirmed
06-Dec-2016,2016.0,Provoked,AUSTRALIA,New South Wales,Merimbula,Surf fishing,Male,20.0,Lacerations to both hands while attempting to land a hooked shark PROVOKED INCIDENT,N,02h00,"Wobbegong shark, 2m"
01-Dec-2016,2016.0,Unprovoked,AUSTRALIA,New South Wales,Booti Booti National Park,Surfing,Male,65.0,Injuries to foot & arm,N,09h00,White shark
28-Nov-2016,2016.0,Provoked,AUSTRALIA,Victoria,Queenscliff,Fishing,Male,73.0,Laceration to right hand by hooked & gaffed shark. PROVOKED INCIDENT,N,11h00,"Broadnose sevengill shark, 1.5 m"
14-Nov-2016,2016.0,Unprovoked,USA,Hawaii,"Kamaole Beach Park I, Maui",Floating,Female,58.0,Injuries to right calf and thigh,N,10h30,Tiger shark
30-Oct-2016,2016.0,Unprovoked,USA,Florida,"Mayport Naval Station Beach, Duval County",Surfing,Male,41.0,Lacerations to right foot and ankle,N,Afternoon,
29-Oct-2016,2016.0,Unprovoked,USA,Florida,Mayport Naval Station  Duval County,Surfing,Male,42.0,Lacerations to right hand,N,Afternoon,
24-Oct-2016,2016.0,Unprovoked,AUSTRALIA,New South Wales,Broken Head Beach,Surfing,Male,36.0,Lacerations to left thigh,N,07h30,
21-Oct-2016,2016.0,Unprovoked,USA,Hawaii,"Hooipa Beach Park, Maui",Surfing,Male,36.0,Left arm and leg injured,N,17h00, 6' to 8' shark
15-Oct-2016,2016.0,Unprovoked,AUSTRALIA,Queensland,"Kings Beach, Caloundra",Surfing,Male,,Torso nipped,N,18h00,
14-Oct-2016,2016.0,Unprovoked,USA,Hawaii,"Charlie Young Beach, Kihei, Maui",Snorkeling,Female,66.0,Injuries to left calf,N,09h50,
13-Oct-2016,2016.0,Invalid,MEXICO,,Guadalupe Island,Cage Diving,Male,,"Shark breached cage, no injury to diver",,,White shark
12-Oct-2016,2016.0,Unprovoked,AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",Surfing,Male,25.0,Minor wound to lower right leg & surfboard bitten,N,10h30,
10-Oct-2016,2016.0,Unprovoked,USA,Oregon,"Indian Beach, Ecola State Park, Clatsop County",Surfing,Male,29.0,Wounds to upper thigh and lower leg,N,16h00,
02-Oct-2016,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Male,21.0,Cuts to dorsal surface of left foot,N,11h30,
01-Oct-2016,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfng,Male,32.0,Minor injuries,N,17h30,
26-Sep-2016,2016.0,Unprovoked,AUSTRALIA,New South Wales,"Lighthouse Beach, Ballina",Surfing,Male,17.0,4 deep lacerations to thigh,N,9h00,"White shark, 3.5 m"
18-Sep-2016,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Male,16.0,Minor injury to thigh,N,13h00,
18-Sep-2016,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Male,36.0,Lacerations to hands,N,11h00,
18-Sep-2016,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Male,43.0,Lacerations to lower leg,N,10h43,
17-Sep-2016,2016.0,Unprovoked,USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surfing,Male,43.0,"No injury, board bitten",N,After noon,
17-Sep-2016,2016.0,Unprovoked,AUSTRALIA,Victoria,Thirteenth Beach,Surfing,Male,,Struck by fin on chest & leg,N,,
16-Sep-2016,2016.0,Unprovoked,AUSTRALIA,Victoria,Bells Beach,Surfing,Male,,No injury: Knocked off board by shark,N,,2 m shark
15-Sep-2016,2016.0,Boating,AUSTRALIA,Western Australia,Bunbury,Fishing,,,Shark rammed boat. No injury to occupant,N,,
11-Sep-2016,2016.0,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",Wading,Male,,Minor injury to arm,N,15h15,3' to 4' shark
07-Sep-2016,2016.0,Unprovoked,USA,Hawaii,"Makaha, Oahu",Swimming,Female,51.0,Severe lacerations to shoulder & forearm,N,14h30,"Tiger shark, 10'"
06-Sep-2016,2016.0,Unprovoked,NEW CALEDONIA,North Province,Koumac,Kite surfing,Male,50.0,FATAL,Y,15h40,
05-Sep-2016,2016.0,Unprovoked,USA,South Carolina,"Kingston Plantation, Myrtle Beach, Horry County",Boogie boarding,Female,12.0,Lacerations & punctures to lower right leg,N,Late afternoon,
05-Sep-2016,2016.0,Unprovoked,AUSTRALIA,Western Australia,Injidup ,Surfing,Male,,"No inury, board broken in half by shark",N,Late afternoon,
04-Sep-2016,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Body boarding,Male,9.0,Foot bitten,N,,
01-Sep-2016,2016.0,Unprovoked,USA,California,"Refugio State Beach, Santa Barbara County",Spearfishing,Male,22.0,Two toes broken & lacerated,N,,"White shark, 8' to 10'"
Sep-2016,2016.0,Invalid,MEXICO,,Guadalupe Island,Cage Diving,,,"No injury to divers, white shark breached cage",,,Invalid
29-Aug-2016,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Male,25.0,Lacerations to right foot,N,15h00,"Bull shark, 6'"
29-Aug-2016,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Male,37.0,Minor injury to ankle,N,14h00,
27-Aug-2016,2016.0,Unprovoked,REUNION,,Boucan Canot,Surfing,Male,20.0,"Right arm severed, ankle severely bitten ",N,17h00,"Bull shark, 3.5 m"
25-Aug-2016,2016.0,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",Wading,Male,49.0,Minor injury to ankle,N,16h00,
07-Aug-2016,2016.0,Unprovoked,BAHAMAS,New Providence Island,Nassau,Snorkeling,Male,15.0,Lacerations to left leg,N,,
06-Aug-2016,2016.0,Unprovoked,USA,Hawaii,Maui,SUP Foil boarding,Male,21.0,"No inury, shark & board collided",N,16h30,"Tiger shark, 10' "
04-Aug-2016,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Male,22.0,Big toe bitten,N,,Blacktip shark
29-Jul-2016,2016.0,Unprovoked,SPAIN,Alicante Province,Arenales del Sol,Swimming,Male,40.0,Lacerations to right hand,N,11h30,Blue shark
28-Jul-2016,2016.0,Unprovoked,CHINA,Hong Kong,,Swimming,Male,72.0,Lacerations to leg,N,,
28-Jul-2016,2016.0,Boating,AUSTRALIA,Western Australia,Near Albany,Kayaking,Male,,"No injury, shark nudged kayak repeatedly",N,,White shark
27-Jul-2016,2016.0,Provoked,USA,Florida,"Florida Keys, Monroe County",Lobstering,Male,43.0,Laceration to left forearm PROVOKED INCIDENT,N,,"Nurse shark, 4'"
26-Jul-2016,2016.0,Unprovoked,AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",Surfing,Male,18.0,"No injury. Leg rope severed, knocked off board by shark",N,12h00,
24-Jul-2016,2016.0,Unprovoked,JAPAN,Kochi Prefecture,Irino Beach,Surfing,Male,29.0,Lacerations to left leg,N,19h05,
23-Jul-2016,2016.0,Unprovoked,AUSTRALIA,Tasmania,Clifton Beach,Surfing,Male,36.0,Calf bumped but no injury,N,,
23-Jul-2016,2016.0,Unprovoked,BAHAMAS,Abaco Islands,Green Turtle Cay,Spearfishing,Male,,Lacerations to face and right leg,N,,"Bull shark, 6'"
20-Jul-2016,2016.0,Provoked,AUSTRALIA,Queensland,"20 k off The Spit, off the Gold Coast",Fishing,Male,31.0,Laceration to left calf from hooked shark PROVOKED INCIDENT,N,After noon,"reef shark, 1m"
17-Jul-2016,2016.0,Boating,USA,Alabama,8 miles off Mobile,Fishing in Alabama Deep Fishing Rodeo,,,"No injury, shark bit trolling motor",N,,"Tiger shark, 10' "
16-Jul-2016,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Female,9.0,Minor injury to leg,N,1300,
16-Jul-2016,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",,Female,11.0,Minor injury to toes,N,11h00,
15-Jul-2016,2016.0,Unprovoked,USA,California,"Surfside, Orange County",Kite surfing,Male,61.0,"No injury, board damaged",N,17h00,"White shark, 10' to 12'"
15-Jul-2016,2016.0,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",Swimming,Male,,Puncture wounds to foot,N,,
Reported  14-Jul-2016,2016.0,Unprovoked,BAHAMAS,,Tiger Beach,Scuba Diving,Male,,Face bruised when partly blind shark collided with him,N,,"Lemon shark, 9'"
Reported 08-Jul-2016,2016.0,Unprovoked,SPAIN,Canary Islands,"Las Teresitas, Tenerife",Wading,Female,10.0,"5 tiny puncture marks to lower leg, treated with hydrogen peroxide",N,,Angel shark
08-Jul-2016,2016.0,Boating,USA,California,"Capitola, Santa Cruz County",Fishing for squid,Male,,"No injury. Hull bitten, tooth fragment recovered",N,,White shark
07-Jul-2016,2016.0,Provoked,USA,Massachusetts,"Off Gloucester, Essec County",Fishing,Male,59.0,Fin of hooked shark injured fisherman's forearm. . PROVOKED INCIDENT,N,10h00,dogfish shark
07-Jul-2016,2016.0,Boating,USA,California,"Off Palos Verdes peninsula, Los Angeles County",Fishing for sharks,Male,,"No injury. Hull bitten, tooth fragment recovered",N,,White shark
06-Jul-2016,2016.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Swimming,Female,42.0,"Buttocks, thigh, left hand & wrist injured",N,14h30 / 15h30,
04-Jul-2016,2016.0,Provoked,AUSTRALIA,Queensland,Palm Cove ,Fishing,Male,34.0,Right thigh injured by hooked pregnant female shark PROVOKED INCIDENT,N,22h00,Tawny nurse shark
27-Jun-2016,2016.0,Unprovoked,USA,South Carolina,Sullivan's Island,,Male,35.0,Minor injury,N,16h20,3' to 4' shark
25-Jun-2016,2016.0,Unprovoked,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",Surfing,Male,11.0,Foot injured,N,14h34,
24-Jun-2016,2016.0,Unprovoked,COLUMBIA,Isla Provedencia,,Scuba Diving,Male,59.0,Severe bite to right hand,N,11h00,"Caribbean reef shark, 4.5'"
23-Jun-2016,2016.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Ryspunt,Spearfishing,Male,43.0,Injuries to left leg & right hand,N,,White shark
21-Jun-2016,2016.0,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",Floating,Male,42.0,Lacerations and punctures to foot,N,15h25,3' to 5' shark
21-Jun-2016,2016.0,Unprovoked,USA,Florida,"Pelican Beach Park, Satellite Beach, Brevard County",Wading,Male,,Injuries to right calf,N,14h55,
15-Jun-2016,2016.0,Unprovoked,USA,Hawaii,"Kalapaki Beach, Kauai",Surfing,Male,,Single puncture wound to arm,N,06h00,3' to 4' shark
15-Jun-2016,2016.0,Provoked,AUSTRALIA,Western Australia,Coral Bay,Spearfishing,Male,19.0,No injury but shark punctured his wetsuit after he prodded it with his spear PROVOKED INCIDENT,N,,5' shark
14-Jun-2016,2016.0,Unprovoked,USA,Texas,"Pirates Beach, Galveston",Floating in tube,Female,6.0,Injury to lower leg,N,17h30,3' to 4' shark
11-Jun-2016,2016.0,Unprovoked,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",Standing,Male,19.0,Laceration to wrist,N,15h00,3' shark
07-Jun-2016,2016.0,Invalid,USA,South Carolina,"Folly Beach, Charleston County",Surfing,Male,27.0,"No injury, board damaged",,11h30,Said to involve an 8' shark but more likely damage caused by debris
05-Jun-2016,2016.0,Unprovoked,USA,Florida,"Flagler Beach, Flagler County",Swimming,Male,64.0,Leg bitten,N,08h30,
05-Jun-2016,2016.0,Unprovoked,AUSTRALIA,Western Australia,Mindarie,Diving,Female,60.0,FATAL,Y,11h30,3+ m shark
04-Jun-2016,2016.0,Unprovoked,EGYPT,Suez,Ain Sokhna,Swimming,Male,23.0,"Leg severely bitten, surgically amputated",N,Morning,Mako shark
02-Jun-2016,2016.0,Unprovoked,AUSTRALIA,New South Wales,Kingscliff,Spearfishing,Male,,"No injury, but sharks repeatedly hit their fins and guns",,,Bronze whaler sharks x 3
02-Jun-2016,2016.0,Unprovoked,NEW CALEDONIA,," Côte-Blanche, Nouméa ",Kite surfing,Male,,Laceration to heel,N,Afternoon,3 m shark
31-May-2016,2016.0,Unprovoked,AUSTRALIA,Western Australia,"Falcon Beach, Mandurah",Surfing,Male,29.0,FATAL,Y,16h00,White shark
29-May-2016,2016.0,Unprovoked,USA,California,"Corona Del Mar, Newport, Orange County",Swimming,Female,52.0,Injuries to arm and shoulder,N,16h00,
29-May-2016,2016.0,Unprovoked,USA,Florida,"Neptune, Duval County",Swimming,Male,13.0,Injury to posterior right leg,N,15h45,5' shark
22-May-2016,2016.0,Unprovoked,USA,Florida,"Vero Beach, Indian River County",Swimming,Female,57.0,Puncture wounds to thigh,N,12h00,
21-May-2016,2016.0,Unprovoked,USA,Florida,"St. Petersburg, Pinellas County",Swimming,Female,22.0,Lacerations and puncture wounds to foot and ankle,N,18h00,"Bull shark, 4' to 5'"
21-May-2016,2016.0,Unprovoked,USA,Florida,"Hugenot Beach , Jacksonville, Duval County",Swimming,Female,11.0,"Back, arm & hand injured",N,17h46,
18-May-2016,2016.0,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",Swimming,Male,48.0,Ankle bitten,N,Morning ,"Blacktip shark, 4'"
15-May-2016,2016.0,Provoked,USA,Florida,"Boca Raton, Palm Beach County",Teasing a shark,Female,23.0,Arm grabbed PROVOKED INCIDENT,N,13h20,"Nurse shark, 2'"
03-May-2016,2016.0,Unprovoked,USA,Hawaii,"Wailea Beach, Maui",Floating,Male,59.0,Minor lacerations to right shoulder,N,15h49,
02-May-2016,2016.0,Provoked,NEW ZEALAND,North Island,Cormandel,Fishing,Male,39.0,Foot bitten by landed shark PROVOKED INCIDENT,N,Afternoon,"Mako shark, 1.5 m [5'] "
25-Apr-2016,2016.0,Unprovoked,INDONESIA,Bali,Balian,Surfing,Male,24.0,Elbow bitten,N,07h00,"Bull shark, 6'"
23-Apr-2016,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Male,15.0,Minor injury to left foot,N,17h30,
22-Apr-2016,2016.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Robberg Beach, Plettenberg Bay",Surf-skiing,Male,,"No injury, surf-ski bitten",N,08h00,White shark
19-Apr-2016,2016.0,Unprovoked,AUSTRALIA,New South Wales,"First Sun Beach, Byron Bay",Swimming,Male,12.0,Minor puncture wound to foot,N,12h00,Wobbegong shark
18-Apr-2016,2016.0,Provoked,FRENCH POLYNESIA,Tuamotos,Makemo Atoll,Spearfishing,Male,22.0,Laceration to knee by speared shark PROVOKED INCIDENT,M,Morning,"Grey reef shark, 2 m"
18-Apr-2016,2016.0,Provoked,FRENCH POLYNESIA,Tuamotos,Makemo Atoll,Spearfishing,Male,26.0,"Severe lacerations to right forearm, hand and calf from speared shark PROVOKED INCIDENT",N,Morning,"Grey reef shark, 2 m"
13-Apr-2016,2016.0,Unprovoked,USA,Florida,"Off Singer Island, Palm Beach County",Spearfishing,Male,26.0,Multiple bites to right arm,N,,"Bull shark, 7'"
09-Apr-2016,2016.0,Unprovoked,NEW CALEDONIA,Grand Terre,Poe Beach,Walking,Female,69.0,FATAL,Y,10h45,"Tiger shark, 2.5 m"
08-Apr-2016,2016.0,Invalid,CAPE VERDE,Boa Vista Island,,,Male,60.0,"""Serious""",,,Shark involvement not confirmed
07-Apr-2016,2016.0,Unprovoked,USA,Florida,"Florida Keys, Monroe County",Fishing,Male,34.0,Left hand bitten,N,,5' to 6' shark
07-Apr-2016,2016.0,Invalid,USA,Florida,"Corners Beach, Jupiter, Palm Beach County",SUP,Male,,Fell off board when spinner shark leapt from the water next to him. No injury to surfer,,,
31-Mar-2016,2016.0,Unprovoked,USA,Hawaii,"Olowalu, Maui",Snorkeling,Female,46.0,Minor injury to left foot,N,11h00,
30-Mar-2016,2016.0,Unprovoked,AUSTRALIA,New South Wales,Bombo Beach,Surfing,Male,22.0,Severe injury to thigh,N,19h00,
28-Mar-2016,2016.0,Unprovoked,USA,Florida,"Fort Myers Beach, Lee County",,Male,,Minor injury to arm. Possibly caused by smalll nurse shark,,,Shark involvement not confirmed
28-Mar-2016,2016.0,Unprovoked,AUSTRALIA,New South Wales,North Cronulla Beach,Surfing,Male,41.0,"No injury, board dented",N,11h00,
26-Mar-2016,2016.0,Provoked,BAHAMAS,,,,Male,9.0,Minor injury to chest PROVOKED INCIDENT,N,,"Nurse shark, 2.5-ft"
13-Mar-2016,2016.0,Invalid,USA,California,"Bolsa Chica State Park, Orange County",Surfing,,,Board reportedly bumped by shark. No injury,,Morning,Shark involvement not confirmed
11-Mar-2016,2016.0,Unprovoked,USA,Florida,"Vero Beach, St. Lucie County",Body surfing,Male,19.0,Lacerations to right foot and ankle,N,13h30,
10-Mar-2016,2016.0,Unprovoked,Fiji,Vanua Levu,,Diving for beche-de-mer,Male,45.0,FATAL,Y,Afternoon,
04-Mar-2016,2016.0,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",,Male,12.0,Superficial injury to foot,N,Afternoon,
Reported 03-Mar-2016,2016.0,Unprovoked,AUSTRALIA,South Australia,Wrights Bay,Fishing,Male,,Puncture wounds to right calf,N,Midnight,Bronze whaler
02-Mar-2016,2016.0,Unprovoked,BRAZIL,Santa Catarina State,Escalerio Beach Balneário Camboriú,Swimming,Male,41.0,Minor injury to head,N,,Sandtiger shark
22-Feb-2016,2016.0,Unprovoked,NEW CALEDONIA,South Province,"Ricaudy Reef, Noumea",Kite surfing,Male,21.0,Puncture wounds to right thigh,N,19h00,
 19-Feb-2016,2016.0,Unprovoked,NEW CALEDONIA,South Province,Yate,Spearfishing,Male,31.0,Forearm bitten,N,16h00,
12-Feb-2016,2016.0,Unprovoked,DOMINICAN REPUBLIC,Altagracia Province,"Bavaro Beach, Punta Cana",Wading,Female,,Avulsion injury to lower leg,N,15h00,
Reported 10-Feb-2016,2016.0,Invalid,CAYMAN ISLANDS,Grand Cayman,Stingray City Bar,Feeding stingrays?,Male,65.0,Minor injury to wrist from Southern stingray,,,No shark involvement
10-Feb-2016,2016.0,Invalid,AUSTRALIA,Tasmania,Nettley Bay,Surfing,Male,,"No injury, knocked off board",,12h30,No shark involvement
05-Feb-2016,2016.0,Unprovoked,AUSTRALIA,Queensland,Stradbroke Island,Walking,Female,45.0,Foot nipped,N,13h20,
04-Feb-2016,2016.0,Unprovoked,AUSTRALIA,New South Wales,Hams Beach,Windsurfing,Male,40.0,"No injury, shark bit board",N,Late afternoon,
02-Feb-2016,2016.0,Unprovoked,BRAZIL,Balneário Camboriú,Estaleirinho beach,Swimming,Male,41.0,Lacerations to scalp,N,,Sandtiger shark
29-Jan-2016,2016.0,Boating,SOUTH AFRICA,KwaZulu-Natal,,Kayak fishing,Male,,"No injury, shark capsized kayak",N,,
28-Jan-2016,2016.0,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai",Surfing,Male,,Lacerations to both hands,N,14h00,"Reef shark, 5'"
25-Jan-2016,2016.0,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai, ",Surfing,Female,15.0,No injury,N,11h30,
24-Jan-2016,2016.0,Unprovoked,USA,Texas,Off Surfside,Spearfishing,Male,,"Bruised ribs & tail bone, speargun broken and wetsuit cut",N,09h30 / 10h00,Bull sharks x 2
24-Jan-2016,2016.0,Boating,UNITED ARAB EMIRATES,Fujairah Emirate,35 miles off Fujairah,Fishing,Male,,"No injury to occupants, shark leapt into boat",N,,Mako shark
23-Jan-2016,2016.0,Unprovoked,USA,Hawaii,"Wailea Beach, Maui",Paddle boarding,Male,48.0,No injury,N,Morning,"Tiger shark, 14'"
Reported 11-Jan-2016,2016.0,Unprovoked,AUSTRALIA,Queensland,"Happy Valley Beach, Caloundra",Surfing,Male,,Laceration to right foot,N,,Wobbegong shark
