Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal,Time,Species
24-Aug-1831,1831.0,Boat,USA,CUBA,Near Havana,American schooner Orator capsized  ,Male,,FATAL,Y,,
Reported 22- Jan-1831,1831.0,Invalid,AUSTRALIA,Tasmania,Hobart,"Boat capsized, clinging to line",Male,,"Drowned, no shark involvement",,,Invalid
26-Jul-1830,1830.0,Unprovoked,USA,Massachusetts,"Swampscott, Essex County","Fishing from dory, shark upset boat & he fell into the water",Male,52.0,FATAL,Y,,
Reported 02-Jul-1830,1830.0,Unprovoked,INDIA,Tamil Nadu,Madras,Washing a dog,Male,,FATAL,Y,Evening,
30-Apr-1830,1830.0,Unprovoked,INDIA,Tamil Nadu,St. Thomé,Bathing,Male,,FATAL,Y,17h00-18h00,
Reported 22-Apr-1830,1830.0,Unprovoked,,,,,Male,,FATAL,Y,Night,
Reported 03-Jul-1829,1829.0,Unprovoked,SIERRA LEONE,Western Area,,,Male,,Both hands severed,N,,
10-Jun-1829,1829.0,Unprovoked,USA,New Jersey,"Sandy Hook Bay, Highlands, Monmouth County",Fell overboard from the ship Gem,Male,,FATAL,Y,Morning,
1829,1829.0,Sea Disaster,CARIBBEAN SEA,,Between St. Bart's and Saba,Wreck of the schooner Driver,Male,,FATAL x 2,Y,,
28-Sep-1828,1828.0,Unprovoked,SIERRA LEONE,Western Area,"River Sierra Leone, 35 miles  upriver from Freetown","British ship, Britannia,  was loading lumber. He was bathing",Male,17.0,"Left arm severed 2.5"" from elbow, groin, abdomen, right forearm & hand lacerated, flesh removed from thigh, baring femur. Both arms surgically amputated: left arm above elbow, right arm above wrist. Survived",N,,
1828,1828.0,Unprovoked,USA,Hawaii,"Uo, Lahaina, Maui",Surfing,Male,,FATAL,Y,,
Jun-1827,1827.0,Unprovoked,SIERRA LEONE,Western Area ,Tombo Island in the Sierra Leone River,Swimming,Male,,The boy's foot was bitten,N,,
Jun-1827,1827.0,Unprovoked,SIERRA LEONE,Western Area ,Tombo Island in the Sierra Leone River,Swimming,Male,,Davis' leg was severed,N,,
1827,1827.0,Unprovoked,EGYPT,,Alexandria,,Male,,Remains of the men were recovered from a +17-foot shark,Y,,
Dec-1826,1826.0,Unprovoked,BRAZIL,Paraiba,Paraiba,,Male,,Leg severed,N,,
Ca. Nov-1826,1826.0,Unprovoked,GHANA,Cape Coast,,Bathing,Male,,FATAL,Y,,
28-Aug-1826,1826.0,Sea Disaster,CUBA,,,HBM Magpie foundered in a squall,Male,,FATAL ,Y,,
Reported 15-Aug-1826,1826.0,Unprovoked,ENGLAND,Cumberland,Whitehaven,Bathing,,,FATAL,,,
Reported 20-May-1826,1826.0,Unprovoked,JAMAICA,,,Jumped overboard,Male,,FATAL,Y,19h00-20h00,
1820s,1825.0,Unprovoked,AUSTRALIA,Tasmania,"Sweet Water Point, Pitt Water",Swimming,Male,,FATAL,Y,,
Ca . 1825,1825.0,Invalid,AUSTRALIA,Western Australia,South Bruny Island,,Male,,"Arms severed, but he survived",N,,
Reported 30-Dec-1823,1823.0,Invalid,JAMAICA,,,,,,Human remains found in shark,,,Shark involvement prior to death unconfirmed
15-Apr-1822,1822.0,Unprovoked,NIGERIA,Rivers State,Bonny River,,,,FATAL,Y,,
Reported 08-Jul-1819,1819.0,Invalid,SPAIN,,Cadiz,,Male,,No injury / No attack,,,Invalid
Reported 22-May-1818,1818.0,Invalid,NORWAY,,Herøy,,Male,,Probable drowning ,,,Shark involvement prior to death unconfirmed
24-Jun-1817,1817.0,Unprovoked,USA,South Carolina,"Charleston Harbor, Charleston County",Swimming,Male,,FATAL,Y,,
15-Jun-1817,1817.0,Unprovoked,INDIA,Maharashtra,Bombay (now Mumbai),Swimming,Male,,FATAL,Y,Evening,
11-May-1817,1817.0,Unprovoked,SRI LANKA,Western Province,Colombo,Swimming,Male,22.0,FATAL,Y,Evening,
22-Feb-1817,1817.0,Unprovoked,SRI LANKA,,Gulf of Mannar,Conch diver,Male,,Abdomen bitten,N,13h00,
Reported 03-Sept-1816,1816.0,Unprovoked,USA,Rhode Island,Bristol Harbor,Swimming,Male,,FATAL,Y,,
October 1815,1815.0,Unprovoked,TOBAGO,,Scarborough Bay,Bathing,Male,,FATAL,y,,
May 1812,1812.0,Unprovoked,ENGLAND,Devon,Mill Bay,Swimming,Male,,Both legs injured,N,,Thought to involve a porbeagle or mako shark
01-Mar-1811,1811.0,Unprovoked,,,,Fell overboard,Male,,FATAL,Y,,
15-Sep-1810,1810.0,Unprovoked,USA,South Carolina,Charleston,Fell into the water,Male,,FATAL,Y,,
Reported 25-Dec-1808,1808.0,Unprovoked,JAMAICA,,Port Royal Harbour,Swimming,Male,,FATAL,Y,,
Reported 01-May-1808,1808.0,Sea Disaster,ANTIGUA,,Falmouth Harbour,,,,Probable drowning & scavenging,,,
07-Feb-1808,1808.0,Unprovoked,INDIA,,Hooghly River,Bathing,Male,,FATAL,Y,,
12-Jan-1807,1807.0,Unprovoked,AUSTRALIA,New South Wales,"Cockle Bay, Sydney Harbour",,Male,,Survived,N,,
Aug-24-1806,1896.0,Sea Disaster,USA,,,,Male,,Shark scavenged on the dead sailors,,,
Sep-1805,1805.0,Invalid,USA,New York,"Sag Harbor, Suffolk County",,Male,, human remains (male) found in sharks gut,,,Shark involvement prior to death unconfirmed
Reported 26-Feb-1804,1804.0,Boat,AUSTRALIA,New South Wales,"Georges Head, off Port Jackson",,,,No injury to occupants,N,,
May-17-1803,1803.0,Sea Disaster,USA,South Carolina,Off Charleston,,Male,,No injury,N,,
Mar-1803,1803.0,Unprovoked,AUSTRALIA,Western Australia,"Hamelin Harbour, at Faure Island",,Male,,Shark knocked him down & tore clothing of the rescuer,N,,
Reported Apr-13-1802,1802.0,Unprovoked,INDIA,,,,,,FATAL,Y,,
Reported 18-Dec-1801,1801.0,Provoked,,,,Standing on landed shark's tail,,,"FATAL, PROVOKED INCIDENT",Y,,12' shark
1800,1800.0,Unprovoked,SEYCHELLES,St. Anne,,a corsair's boat was overturned,Female,,"FATAL, all onboard were killed by sharks",Y,,
Reported May-28-1797,1797.0,Unprovoked,,,,Dropped overboard,,,FATAL,Y,,
12-Sep-1792,1792.0,Provoked,ENGLAND,,On the Thames River,Fishing,Male,,"FATAL, PROVOKED INCIDENT",Y,,
1791,1791.0,Unprovoked,AUSTRALIA,New South Wales,Port Jackson,,Female,,"FATAL, ""bitten in two""",Y,,
10-May-1788,1788.0,Boat,AUSTRALIA,New South Wales,Sydney Harbor,Fishing,,,"No injury to occupants, shark bit oar and rudder",N,,
05-Jul-1787,1787.0,Unprovoked,,St Helena,Landing Place,Swimming,Male,,FATAL,Y,,
Reported 10-Aug-1786,1786.0,Unprovoked,BARBADOS,,,Washing himself,Male,,FATAL,Y,,
Reported 26-Sep-1785,1785.0,Unprovoked,ENGLAND,Sussex,Brighton,,Male,,Human remains recovered from shark,Y,,Tiger shark?
12-Dec-1784,1784.0,Unprovoked,JAMAICA,,Kingston,Swimming,Male,,,Y,22h00,
02-Mar-1783,1783.0,Sea Disaster,MARTINIQUE,,Foundering of the privateer Holker,,Male,,Many of the crew were taken by sharks,Y,06h00,
08-Aug-1780,1780.0,Unprovoked,USA,Florida,"Pensacola Harbor, Escambia County",Swimming,Male,,FATAL,Y,,
1779,1779.0,Unprovoked,USA,Hawaii,"Maliu, Hawai'i",Surfing,Male,,"FATAL, buttock lacerated  ",Y,,
Reported 1776,1776.0,Unprovoked,GUINEA,,,Murder,Male,,FATAL,Y,,
1776,1776.0,Boat,GREENLAND,,,,,,FATAL,Y,,White sharks
Reported 12-Jul-1771,1771.0,Unprovoked,USA,,Damiscotte,Fishing,Male,,FATAL,Y,,
1767,1767.0,Invalid,FRANCE,Côte d'Azur ,St. Tropez,Bathing,Male,,Lacerations to arm & leg,,,Description of shark does not ring true
1764,1764.0,Unprovoked,SPAIN,,Guadalquivir River,Swimming,Male,,FATAL,Y,,
1758,1758.0,Unprovoked,MEDITERRANEAN SEA,,,"Fell overboard from a frigate & was swallowed by a shark. The captain fired a gun at the shark, and ""the creature cast the man out of his throat.""",Male,,"""He was taken up alive and but little injured."" ",N,,"""The fish was harpooned, dried, and presented to the sailor, who went round Europe exhibiting it  It was said to be 20 feet long."
Reported 27-Oct-1753,1753.0,Unprovoked,JAMAICA,,Kingston Harbor,Fell overboard,Male,,FATAL,Y,,
27-Jul-1751,1751.0,Unprovoked,USA,Massachusetts,,Swimming,Male,,FATAL,Y,,
1749,1749.0,Unprovoked,CUBA,Havana Province,Havana Harbor,Swimming,Male,14.0,"Right leg severed at knee.  In 1796 he became Lord Mayor of London. In 1778 he commissioned  American artist, John Singleton Copley, to paint the incident: Watson and the Shark",N,,
1755,1755.0,Unprovoked,SWEDEN,Skagerrak arm of the North Sea,Bohuslän,,Male,,,UNKNOWN,,
1748,1748.0,Unprovoked,PANAMA,Las Perlas archipelago,Taboga & Isla del Rey,Pearl diving,Male,,FATAL,Y,,
17-Dec-1742,1742.0,Unprovoked,,,Carlisle Bay,Swimming,Male,,FATAL,Y,,
Reported 06-Apr-1738,1738.0,Unprovoked,ITALY,Sicily,Strait of Messina,Swimming,Male,,FATAL,Y,,
1733,1733.0,Invalid,ICELAND,Bardestrand,Talkknefiord,,,,"Partial hominid remains recovered from shark, probable drowning and scavenging",,,Shark involvement prior to death unconfirmed
1723,1723.0,Unprovoked,ROATAN,,,,Male,,Struck on thigh,,,
June 1721,1721.0,Unprovoked,ITALY,Sardinia,"Ponte della Maddelena,",Swimming,Male,,"FATAL,  partial remains recovered from sharks gut",Y,,"White shark, 1600-lb female "
26-Mar-1703,1703.0,Unprovoked,BARBADOS,Southwest coast,Carlisle Bay,Swimming,Male,19.0,"Hand and foot severely bitten, surgically amputated",N,Night,
1700s,1700.0,Unprovoked,FRANCE,,Nice,,Male,,FATAL,Y,,
1700s,1700.0,Unprovoked,FRANCE,Côte d'Azur ,Antibes,Bathing,Male,,Leg severed,N,,White shark
1700s,1700.0,Unprovoked,BARBADOS,,,Bathing,Male,,FATAL,Y,,
Late 1600s Reported 1728,1642.0,Invalid,GUINEA,,,Went overboard,Male,,FATAL,,,Questionable
Reported 1638,1638.0,Unprovoked,,,,,Male,,,UNKNOWN,,
Reported 1637,1637.0,Unprovoked,INDIA,West Bengal,Hooghly River mouth,Wading,,,,UNKNOWN,,
Reported 1617,1617.0,Unprovoked,INDIA,West Bengal,Ganges Delta,,,,,UNKNOWN,,
1642,1642.0,Unprovoked,USA,New York ,Between Manhattan and The Bronx,Swimming ,Male,,FATAL,Y,,
1595,1595.0,Unprovoked,INDIA,Kerala,River Cochin,Ship lay at anchor & man was working on its rudder,Male,,"Leg severed mid-thigh, hand severed, arm above elbow and part of buttocks. Not known if he survived",UNKNOWN,,
Letter dated 10-Jan-1580,1580.0,Unprovoked,Between PORTUGAL & INDIA,,,Man fell overboard from ship. Those on board threw a rope to him with a wooden block & were pulling him to the ship,Male,,"FATAL. ""Shark tore him to pieces.",Y,,
1555,1555.0,Unprovoked,,,,Swimming,Male,,,UNKNOWN,,
Ca. 1554,1554.0,Unprovoked,FRANCE,Nice & Marseilles,,,Male,,,UNKNOWN,,Possibly white sharks
Ca. 1543,1543.0,Unprovoked,VENEZUELA,Magarita or Cubagua Islands,,Pearl diving,Male,,FATAL,Y,,
Circa 500 A.D.,500.0,Unprovoked,MEXICO,,,,Male,,Foot severed,N,,
77  A.D.,77.0,Unprovoked,,Ionian Sea,,Sponge diving,Male,,FATAL,Y,,
Ca. 5 A.D.,5.0,Unprovoked,AUSTRALIA,New South Wales,Bondi,,Male,,Aboriginal rock carving depicts man being attacked by a shark,N,,
Ca. 214 B.C.,0.0,Unprovoked,,Ionian Sea,,Ascending from a dive,Male,,"FATAL, shark/s bit him in two",Y,,
Ca. 336.B.C..,0.0,Unprovoked,GREECE,Piraeus,In the haven of Cantharus,Washing his pig in preparation for a religious ceremony,Male,,"FATAL, shark ""bit off all lower parts of him up to the belly""",Y,,
493 B.C.,0.0,Sea Disaster,GREECE,Off Thessaly,,Shipwrecked Persian Fleet,Male,,Herodotus tells of sharks attacking men in the water,Y,,
Ca. 725 B.C.,0.0,Sea Disaster,ITALY,Tyrrhenian Sea,"Krater found during excavations at Lacco Ameno, Ischia",Shipwreck,Male,,Depicts shipwrecked sailors  attacked by a shark/s,Y,,
Before 1939,0.0,Unprovoked,CANADA,,Grand Banks,Fishing,Male,,Arm bitten,N,,
1990 or 1991,0.0,Unprovoked,KENYA,Mombasa,Kilindini,Diving,Male,,Conway's leg was bitten Higgs injury was FATAL,N,,
Before 2016,0.0,Unprovoked,KENYA,Mombasa,Kilindini,Diving,Male,,FATAL,Y,,
Before Oct-2009,0.0,Unprovoked,PANAMA,Bocas del Toro Province,Red Frog Beach,Swimming/,Male,20.0,FATAL,Y,,
Before 1934,0.0,Unprovoked,URUGUAY,Rocha,"Isla Chica, La Paloma",Swimming,,,Foot bitten,N,,
Before 1934,0.0,Unprovoked,URUGUAY,Rocha ,"Playa del Barco, La Pedrera",Swimming,Male,,FATAL,Y,,
2009?,0.0,Unprovoked,USA,South Carolina,Charleston,Swimming,Male,,Minor injury,N,,
Before 1930,0.0,Unprovoked,PAPUA NEW GUINEA,Morobe Province,Simbang,Swimming to canoe,Male,,FATAL,Y,,
1880-1899,0.0,Unprovoked,AUSTRALIA,Queensland,Boonooroo,,Female,15.0,Foot severed,N,,
Before 1909,0.0,Unprovoked,AUSTRALIA,Queensland,Moreton Bay,Fell into the water,Male,,FATAL,Y,,
Before 2012,0.0,Unprovoked,USA,Hawaii,Oahu,Diving,Male,,Minor laceration to hand,N,," Galapagos shark, 6'"
Before 1916,0.0,Unprovoked,BERMUDA,,,,Male,,FATAL,Y,,
Between   1951-1963,0.0,Unprovoked,GREECE,,,Swimming,Female,,FATAL,Y,,
Before 1908,0.0,Unprovoked,USA,California,"Monterey, Montery County",Fishing for basking sharks,Male,,FATAL PROVOKED INCIDENTS,Y,,Basking shark
Before 1900,0.0,Provoked,INDIA,,,,Male,,Cut to arm while roping shark PROVOKED INCIDENT,N,,
Before 1876,0.0,Unprovoked,LEBANON,,,Collecting fish ,Male,,Posterior thigh bitten,N,,
Before 2012,0.0,Unprovoked,SPAIN,Canary Islands,Tenerife,Skin diving,,,Injury required 16 stitches,N,,
Before 2011,0.0,Unprovoked,SUDAN,Red Sea State,,Snorkeling,Female,,Leg severely bitten,N,,
Before 2011,0.0,Provoked,,,,,Male,,Bitten by captive sharks PROVOKED INCIDENTS,N,,
Before 2009,0.0,Unprovoked,USA,Florida,,Shark tagging,Female,21.0,Severe abrasion to forearm from captive shark PROVOKED INICIDENT,N,18h00,"Blacktip shark, 5'"
Beforer 1994,0.0,Unprovoked,USA,Florida,"Lost Tree Village, Palm Beach County",Surfing,Male,,Legs bitten,N,,
Before 1963,0.0,Unprovoked,DJIBOUTI,Gulf of Tadjoura,,A dhow capsized,,,FATAL,Y,,
1896-1913,0.0,Unprovoked,LIBYA,Cyrenaica,Kirinaiki,Sponge diving,Male,,FATAL,Y,,
Before 1936,0.0,Unprovoked,AUSTRALIA,,,Net-fishing,Male,,Calf bitten,N,,
Before 08-Jun-1912,0.0,Unprovoked,NEW ZEALAND,North Island,"Point Halsey, Wellington",,Male,,FATAL,Y,,
Before 2012,0.0,Unprovoked,,,In a river feeding into the Bay of Bengal,Netting shrimp,Female,,Hand severed,N,,
Before 1911,0.0,Unprovoked,VIETNAM,,,Bathing,Male,,Foot bitten,N,,
Before 1901,0.0,Unprovoked,SRI LANKA,Northern Province,Mannar,Fishing?,Male,,Foot bitten,N,,
"No date, late 1960s",0.0,Unprovoked,VENEZUELA,Los Roques  Islands,,Spearfishing ,Male,,"FATAL (x3), one survived with minor injuries",Y,,said to involve 2.5 m hammerhead sharks
Before 2006,0.0,Unprovoked,USA,Florida,"Tampa Bay, Hillsborough County",Wade-fishing,Male,,"No injury, shark rammed his back",N,,
Before 2003,0.0,Unprovoked,GREECE,Dodecanese Islands,Near Symi Island,Free diving for sponges,Male,,FATAL,Y,,
Before 2004,0.0,Boat,MOZAMBIQUE,Inhambane Province,Off Inhambane,Fishing,,,"No injury to occupants, shark bumped boat",N,,Whale shark
Before 1962,0.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Murray Bay, Robben Island",Swimming,Male,,"FATAL, body not recovered",Y,,
1950s,0.0,Unprovoked,AUSTRALIA,Torres Strait,,Helmet diving,Male,,"No injury, helmet bitten",N,,Tiger shark
"No date, Before 1963",0.0,Unprovoked,BAHREIN,,,Pearl diving,Male,,FATAL,Y,,Tiger shark
2003?,0.0,Unprovoked,BAHAMAS,Andros Islands,Great Guana Cay,Spearfishing ,Male,,Swim fin bitten,N,,1.8 m [6'] shark
No date,0.0,Unprovoked,USA,Florida,"Key West, Monroe County",Kitesurfing,Male,,Hand bitten,N,,
No date,0.0,Unprovoked,REUNION,Grand'Anse,Petite-île,yachtsman in a zodiac,Male,,Survived,N,,
Before Feb-1998,0.0,Unprovoked,SOLOMON ISLANDS,Malaita Province,Waibana Passage,Diving,Male,,Lacerations to hands and knee,N,,
"No date, Before May-1996",0.0,Unprovoked,KOREA,South Korea,Cheju Island,Diving,Female,,"FATAL, injured while diving, then shark bit her ",Y,,
"No date, Before Mar-1995",0.0,Unprovoked,FRENCH POLYNESIA,Tuamotus,Rangiroa,Fishing,Male,,"Speared a shark, fell overboard and another shark severed his arm ",N,,
Before 1996,0.0,Unprovoked,SUDAN,Red Sea State,Sha'ab Rumi,Diving,Male,,"No injury, BC ripped",N,,Silvertip shark
"No date, Before Aug-1989",0.0,Unprovoked,VANUATU,Malampa Province,Malakula,,Female,,FATAL,Y,,
"No date, Before Aug-1987",0.0,Provoked,VANUATU,Malampa Province,"Hokai, Malakula",Attempting to drive shark from area,Male,,Speared shark broke outrigger of canoe throwing man into the water & shark bit his buttock PROVOKED INCIDENT,N,,A large hammerhead shark
"No date, Before 1987",0.0,Unprovoked,IRAN,Khuzestan Province,"Ahvaz, on the Karun River",,Male,,Foot severed,N,,Bull shark
"No date, Before  1975",0.0,Provoked,USA,Florida,"Riviera Beach, Palm Beach County",Skin diving. Grabbed shark's tail; shark turned & grabbed diver's ankle & began towing him to deep water,Male,19.0,"Ankle punctured & lacerated, hands abraded PROVOKED INCIDENT",N,,"Nurse shark, 2.1 m [7'] "
"No date, Before 1975",0.0,Invalid,PAPUA NEW GUINEA,Milne Bay  Province," D'Entrecasteaux islands, 20 miles off the coast",Scuba diving,Male,,Said to be fatal and involve a 4.6 m to 6 m [15' to 20'] tiger shark but incident highly questionable,Y,,Questionable
"No date, Before 1969",0.0,Unprovoked,RED SEA?,,,Free diving,Female,,"Shoulder scratched, swim fin bitten",N,Morning,
"No date, Before 3-Jan-1967",0.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Keiskamma River mouth,Crossing river on a raft,Male,,"FATAL, leg severed",Y,,
"No date, Before 1963",0.0,Unprovoked,USA,California,"LaJolla, San Diego County","Free diving, collecting sand dollars",Male,,Calf bitten,N,,"Shovelnose guitarfish, adult male "
"No date, Before 8-May-1965",0.0,Unprovoked,GREECE,Island of Volos,Eastern shore,Swimming,Female,,FATAL,Y,,
"No date, Before 1963",0.0,Invalid,USA,Hawaii,"Portlock, Oahu",Diving,Male,,"A 4.3 m [14'] shark made threat display. No injury, no attack",,,Invalid
"No date, Before 1902",0.0,Unprovoked,USA,Florida,"Mosquito Inlet (Ponce Inlet), Volusia County",Canoeing,Male,,FATAL,Y,,
"No date, Before 1902",0.0,Unprovoked,MEDITERRANEAN SEA,,,,Male,,FATAL,Y,,
"No date, Before 1963",0.0,Unprovoked,AUSTRALIA,Torres Strait,,Diving for trochus,Male,,Calf removed,N,,0.9 m [3'] shark
"No date, After August 1926 and before 1936",0.0,Unprovoked,AUSTRALIA,Western Australia,Cossack Creek,Pearl diving,Male,,Leg bitten,N,,
"No date, Before 1963",0.0,Unprovoked,SINGAPORE,,"Keppel Harbor,  2 miles from Singapore city center",Swimming,,,Recovered,N,,
Before 1962,0.0,Unprovoked,FIJI,,,Spearfishing ,Male,27.0,"No injury, bumped by shark which took speared fish",N,,1.8 m [6'] shark
Before 1962,0.0,Unprovoked,MOZAMBIQUE,Maputo Province,Santa Maria Peninsula,Skindiving,Male,36.0,Bumped by sharks,N,,"""A pack of sharks"""
Before 1961,0.0,Unprovoked,SEYCHELLES,Amirante Islands,Marie Louise Island,Swimming from capsized pirogue,Male,,FATAL,Y,,Tiger shark
1960s,0.0,Unprovoked,IRAQ,Basrah,Shatt-al-Arab River,Fishing from a small boat & put his hand in the water while holding a dead fish,Male,25.0,Right hand severed,N,Afternoon,
1960s,0.0,Unprovoked,IRAQ,Basrah,Shatt-al-Arab River ,Swimming naked near a date palm where many dates fell into the water,Male,6.0,Arm severed,N,Afternoon,Bull shark
1960s,0.0,Unprovoked,IRAQ,Basrah,Shatt-al-Arab River near Abu al Khasib,Swimming in section of river used for washing clothes & cooking utensils,Male,16.0,Right leg lacerated & surgically amputated,N,Afternoon,Bull shark
Before 1960,0.0,Unprovoked,BAHAMAS,Andros Islands,,,Male,,Lower leg and forearm severed,N,,"White shark, 7' to 8'"
Before  19-Jun-1959,0.0,Unprovoked,USA,California,"Capistrano, Orange County",,Female,,Leg injured,N,,"White shark, 1,900-lb "
Before  24 Apr-1959,0.0,Unprovoked,BERMUDA,Paget,Paget Parish,Spearfishing ,Male,,Shoulder abraded by skin of shark,N,,
Before  1958,0.0,Unprovoked,FIJI,Kadavu Island Group,"18.8S, 178.25E",Swimming with fish attached to  belt,Female,,"""Severely injured when fish were seized by shark""",N,,
Before  1958,0.0,Unprovoked,MADAGASCAR,Toamasina Province,Tamatave,Bathing,Male,,FATAL,Y,,
Before 1958,0.0,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",Standing,Male,,Abrasions & bruises hip to ankle,N,,
Before 1958,0.0,Provoked,BAHAMAS,Andros Islands,Middle Bight,Testing movie camera in full diving dress,Male,,Shark bit diver's sleeve after he patted it on the head PROVOKED INCIDENT,N,,"Nurse shark, 2.1 m [7']"
Before 1958,0.0,Unprovoked,INDONESIA,Riau Province,"Natuna Islands, between Sumatra & Kalimantan in the South China Sea",Swimming near anchored ship,Male,,"FATAL, leg severed ",Y,,
Before 1958,0.0,Unprovoked,INDIA,Maharashtra,"Malwan, near Ratnagiri",,Male,,FATAL,Y,,
Before 1957,0.0,Unprovoked,NICARAGUA,Lake Nicaragua (fresh water),A village  north of San Carlos,Lashing logs together when he fell into the water,Male,,"FATAL, leg severed ",Y,,"Bull shark caught, leg recovered & buried beside the man's body"
Before 1957,0.0,Provoked,CUBA,Havana Province,Cojimar,"Shark fishing, knocked overboard",Male,50.0,"FATAL, hip bitten  PROVOKED INCIDENT",Y,,
Before 1956,0.0,Unprovoked,MARSHALL ISLANDS,Bikini Atoll,,Swimming,Male,,Buttocks bitten,N,,
Before 1956,0.0,Unprovoked,KIRIBATI,Phoenix Islands,Canton Island,Diving,Male,,No injury,N,,
Before Mar-1956,0.0,Unprovoked,NORTH PACIFIC OCEAN,,Wake Island,"Fishing, wading with string of fish",Male,,Survived,N,,
Before 1952,0.0,Unprovoked,KIRIBATI,Gilbert Islands,Nonouti,,Male,,FATAL,Y,,
1941-1945,0.0,Sea Disaster,,,,A group of survivors on a raft for 17-days,,,"FATAL, shark leapt into raft and bit the man who died 4 hours later",Y,Late afternoon,1.2 m [4'] shark
"""During the war"" 1943-1945",0.0,Unprovoked,SOLOMON ISLANDS,New Georgia,"Munda Island, Roviana Lagoon",Floating on his back,Male,,Buttock bitten,N,,
"""Before the war""",0.0,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island?,Free diving,Male,,Head bitten,N,,
"Said to be 1941-1945, more likely 1945",0.0,Unprovoked,IRAN,Khuzestan Province,"Ahvaz, on the Karun River",Fishing in ankle-deep water,Male,,"FATAL, foot lacerated & crushed  ",Y,,
1941-1945,0.0,Unprovoked,IRAN,Khuzestan Province,"Ahvaz, on the Karun River",,Male,,"FATAL, femoral artery severed, died 12 days later ",Y,,
1941-1945,0.0,Unprovoked,IRAN,Khuzestan Province,"Ahvaz, on the Karun River","Standing, washing rear wheels of his ambulance in ankle-deep water",Male,,"FATAL, fell into water when shark seized his right ankle, right leg bitten, left forearm & hand lacerated, all tissue stripped from right arm ",Y,,
